booking_id,arrival_date,lead_time,is_flexible,actual_temp,actual_precip,forecast_14d_temp,forecast_14d_precip,forecast_3d_temp,forecast_3d_precip,weather_penalty_14d,weather_penalty_3d,weather_shock,cancellation_prob,is_canceled
4185,2025-11-23,28,True,-1.2,0.6,1.2,0.0,-0.9,0.7,10.4,12.85,2.45,0.12408667857361548,0
4186,2022-10-17,16,False,18.0,0.0,15.0,0.0,18.8,3.3,3.5,8.2,4.7,0.05,0
4187,2021-06-26,36,True,22.1,0.8,20.5,0.0,22.9,4.8,0.75,9.6,8.85,0.5983726465129511,1
4188,2022-06-10,97,True,23.0,1.7,25.7,0.0,23.8,0.0,0.0,0.0,0.0,0.05448941413423795,0
4189,2023-11-16,15,False,4.6,0.0,2.3,0.0,6.0,2.2,9.85,12.4,2.55,0.05,0
4190,2020-07-12,18,True,17.3,0.8,23.7,0.0,15.4,0.0,0.0,3.3,3.3,0.21584413119860363,0
4191,2023-08-16,15,True,32.8,0.0,33.8,0.0,33.5,1.0,0.0,2.0,2.0,0.09574498307165732,0
4192,2025-08-08,25,True,21.4,1.2,19.2,0.0,21.4,4.1,1.4,8.5,7.1,0.5869866820144964,1
4193,2025-03-03,44,True,7.2,0.0,6.9,4.9,6.5,1.3,17.35,10.35,0.0,0.05448941413423795,0
4194,2020-07-03,27,True,22.3,1.5,27.4,5.6,22.0,0.8,11.2,1.6,0.0,0.05448941413423795,0
4195,2025-12-07,57,True,3.7,2.3,7.7,6.7,1.8,3.7,20.55,17.5,0.0,0.05448941413423795,0
4196,2024-04-28,40,True,20.6,0.0,15.8,0.0,19.4,0.0,3.1,1.3,0.0,0.05448941413423795,0
4197,2020-12-16,70,False,3.2,1.1,4.2,1.2,3.7,0.7,11.3,10.55,0.0,0.05,0
4198,2020-02-15,49,True,4.6,0.0,2.9,1.0,3.5,0.0,11.55,9.25,0.0,0.05448941413423795,0
4199,2021-01-17,22,True,-15.2,0.0,-19.3,13.3,-18.4,5.2,47.25,30.6,0.0,0.05448941413423795,0
4200,2025-01-18,27,True,3.6,0.0,6.5,1.4,3.8,1.0,10.55,11.1,0.55,0.05862030843632672,1
4201,2020-03-20,20,True,7.4,0.0,11.5,9.1,4.4,0.0,23.45,8.8,0.0,0.05448941413423795,0
4202,2021-07-02,24,True,20.1,52.2,25.5,58.9,20.7,53.0,117.8,106.65,0.0,0.05448941413423795,0
4203,2024-07-31,27,False,23.9,0.0,27.5,3.4,22.5,0.0,6.8,0.0,0.0,0.05,0
4204,2023-07-26,25,True,20.5,2.0,24.9,0.0,20.2,3.0,0.0,6.9,6.9,0.5835623261080002,0
4205,2024-08-31,55,False,22.5,1.4,23.4,0.0,23.1,4.2,0.0,8.4,8.4,0.05,0
4206,2024-07-17,23,True,27.0,0.0,25.8,3.9,28.7,1.0,7.8,2.0,0.0,0.05448941413423795,0
4207,2020-06-12,19,True,27.4,0.0,27.2,0.0,26.2,0.5,0.0,1.0,1.0,0.06462834646727623,0
4208,2025-06-22,20,True,20.5,0.0,20.1,2.0,19.4,0.5,4.95,2.3,0.0,0.05448941413423795,0
4209,2021-06-25,36,True,23.5,0.4,21.7,0.0,21.8,0.0,0.15,0.1,0.0,0.05448941413423795,0
4210,2023-06-16,17,True,23.6,0.4,21.5,0.0,24.4,0.0,0.25,0.0,0.0,0.05448941413423795,0
4211,2023-10-13,24,True,16.2,0.2,15.1,11.0,15.5,0.6,25.45,4.45,0.0,0.05448941413423795,0
4212,2021-01-08,54,True,0.5,0.2,5.0,3.7,1.9,0.0,15.9,10.05,0.0,0.05448941413423795,0
4213,2025-10-05,30,True,11.4,6.3,12.8,0.7,9.6,4.2,6.0,14.6,8.6,0.5978055741680534,0
4214,2022-11-20,25,False,-1.2,1.3,-0.0,6.7,-2.0,2.2,24.4,16.4,0.0,0.05,0
4215,2020-06-20,26,True,26.5,4.1,25.4,6.7,25.3,6.3,13.4,12.6,0.0,0.05448941413423795,0
4216,2025-08-16,19,True,24.9,0.0,26.7,0.0,22.9,0.3,0.0,0.6,0.6,0.05914449585933489,0
4217,2023-07-26,20,True,20.5,2.0,24.9,0.0,20.2,3.0,0.0,6.9,6.9,0.5835623261080002,1
4218,2024-04-29,24,True,23.4,0.0,28.2,0.9,23.7,0.0,1.8,0.0,0.0,0.05448941413423795,0
4219,2023-04-05,30,False,3.4,0.0,-0.0,13.0,3.6,0.4,37.0,10.0,0.0,0.05,0
4220,2025-01-05,43,True,-0.6,0.0,-6.3,0.0,-0.3,1.6,14.15,14.35,0.2,0.05569455564210047,0
4221,2020-05-01,27,False,17.3,10.2,18.6,15.8,15.9,11.2,33.3,25.45,0.0,0.05,0
4222,2021-08-14,55,False,23.9,0.1,19.1,0.0,23.2,0.0,1.45,0.0,0.0,0.05,0
4223,2022-09-25,66,True,14.9,0.0,11.7,0.0,14.0,0.0,5.15,4.0,0.0,0.05448941413423795,0
4224,2020-07-13,39,True,17.4,0.7,15.4,0.5,17.7,0.2,4.3,2.55,0.0,0.05448941413423795,0
4225,2024-05-24,51,False,27.2,0.1,25.8,1.6,25.8,0.5,3.2,1.0,0.0,0.05,0
4226,2022-06-24,19,False,25.6,0.0,28.8,1.5,25.7,1.2,3.0,2.4,0.0,0.05,0
4227,2021-08-19,18,True,18.8,1.7,14.6,0.9,18.4,0.8,5.5,3.4,0.0,0.05448941413423795,0
4228,2020-01-12,33,False,3.5,0.0,-1.3,0.0,2.8,0.0,11.65,9.6,0.0,0.05,0
4229,2024-06-15,18,False,22.7,0.1,24.3,0.0,24.6,0.0,0.0,0.0,0.0,0.05,0
4230,2025-01-02,23,True,6.7,3.6,5.0,10.4,6.6,7.9,29.3,23.5,0.0,0.05448941413423795,0
4231,2022-06-26,38,False,28.5,0.0,30.1,0.0,29.6,1.2,0.0,2.4,2.4,0.05,0
4232,2023-06-29,57,True,23.5,1.1,21.1,0.0,23.7,1.4,0.45,2.8,2.35,0.1167253608404553,0
4233,2021-06-25,24,True,23.5,0.4,21.7,0.0,21.8,0.0,0.15,0.1,0.0,0.05448941413423795,0
4234,2023-09-08,21,True,25.2,0.0,24.7,0.0,21.4,0.0,0.0,0.3,0.3,0.05641212910515821,0
4235,2020-02-14,30,True,4.0,0.0,4.4,0.0,1.8,0.0,8.8,10.1,1.3,0.07072833977973325,0
4236,2022-11-22,19,False,0.9,0.4,-1.2,5.2,0.9,0.9,22.0,12.35,0.0,0.05,0
4237,2023-10-12,24,True,17.0,5.6,17.4,5.4,18.0,6.2,13.1,14.4,1.3,0.07072833977973325,0
4238,2025-07-24,26,True,20.1,16.1,17.7,24.9,18.6,18.5,51.95,38.7,0.0,0.05448941413423795,1
4239,2022-06-10,26,False,23.0,1.7,25.7,0.0,23.8,0.0,0.0,0.0,0.0,0.05,0
4240,2024-08-09,27,True,24.4,1.9,21.5,0.3,23.0,0.4,0.85,0.8,0.0,0.05448941413423795,0
4241,2023-08-09,20,True,19.5,0.9,19.4,0.0,17.9,1.9,1.3,5.85,4.55,0.412593213648262,0
4242,2025-08-03,20,True,27.0,4.3,28.8,7.9,26.4,5.3,15.8,10.6,0.0,0.05448941413423795,0
4243,2022-07-01,20,True,30.4,1.7,30.7,3.0,30.8,0.2,6.0,0.4,0.0,0.05448941413423795,0
4244,2021-11-12,17,False,9.2,0.0,8.5,3.2,7.5,0.0,13.15,7.25,0.0,0.05,0
4245,2025-06-15,31,True,24.4,0.0,25.7,2.2,26.2,0.0,4.4,0.0,0.0,0.05448941413423795,0
4246,2020-06-10,41,True,22.0,1.2,24.0,2.9,23.2,0.0,5.8,0.0,0.0,0.05448941413423795,0
4247,2020-09-25,39,True,22.0,0.2,22.2,12.4,21.3,0.4,24.8,1.15,0.0,0.05448941413423795,0
4248,2020-07-20,24,True,26.8,1.5,31.0,3.1,27.6,0.2,6.2,0.4,0.0,0.05448941413423795,0
4249,2025-02-05,20,True,4.8,0.0,6.7,0.0,6.0,0.0,7.65,8.0,0.35,0.056803728107089335,0
4250,2020-02-08,38,True,4.1,0.0,8.5,3.8,2.1,0.0,14.35,9.95,0.0,0.05448941413423795,0
4251,2025-04-13,36,True,18.6,0.0,20.7,0.0,21.5,0.0,0.65,0.25,0.0,0.05448941413423795,0
4252,2022-09-03,29,True,17.6,0.0,17.4,0.0,16.9,0.0,2.3,2.55,0.25,0.05604281844682625,0
4253,2020-01-15,73,True,7.3,0.4,11.1,0.0,4.7,3.4,5.45,15.45,10.0,0.5995896841413899,0
4254,2022-07-04,26,True,26.4,1.0,27.4,0.0,26.8,2.1,0.0,4.2,4.2,0.35784250709695614,0
4255,2021-03-15,24,True,5.4,0.7,5.4,2.7,5.3,1.6,13.7,11.55,0.0,0.05448941413423795,0
4256,2023-09-10,23,False,25.9,0.0,29.5,0.0,23.8,0.7,0.0,1.4,1.4,0.05,0
4257,2024-02-17,17,True,8.3,3.0,3.4,0.0,8.4,5.1,9.3,17.0,7.7,0.5935878708948419,1
4258,2022-11-18,36,True,-0.9,0.6,-1.1,0.0,-0.2,0.3,11.55,11.7,0.15,0.05536616609350325,0
4259,2020-05-28,25,False,17.0,0.3,18.8,0.0,17.8,1.7,1.6,5.5,3.9,0.05,1
4260,2023-11-25,33,False,2.2,1.0,11.7,0.8,0.6,0.0,6.75,10.7,3.95,0.05,0
4261,2025-02-01,78,True,3.7,1.2,8.4,0.0,4.1,0.0,6.8,8.95,2.15,0.10388284236365466,0
4262,2024-06-15,23,True,22.7,0.1,24.3,0.0,24.6,0.0,0.0,0.0,0.0,0.05448941413423795,0
4263,2024-12-19,15,True,9.4,0.4,8.4,2.4,9.0,0.0,11.6,6.5,0.0,0.05448941413423795,0
4264,2021-05-05,33,False,13.9,0.3,11.8,0.0,13.9,0.0,5.1,4.05,0.0,0.05,1
4265,2025-06-18,28,True,23.3,0.4,23.6,2.5,24.9,0.0,5.0,0.0,0.0,0.05448941413423795,1
4266,2021-11-23,20,False,5.8,1.4,5.9,2.3,4.2,0.0,12.65,8.9,0.0,0.05,0
4267,2020-02-18,31,True,7.1,2.6,7.9,0.0,7.6,2.8,7.05,12.8,5.75,0.539996748342413,1
4268,2025-02-06,39,True,6.4,1.3,8.6,3.9,3.8,1.7,14.5,12.5,0.0,0.05448941413423795,0
4269,2025-08-22,19,False,19.9,0.2,22.6,6.6,21.2,0.6,13.2,1.6,0.0,0.05,0
4270,2023-11-23,23,False,5.8,13.0,-2.3,21.3,5.3,14.4,54.75,37.15,0.0,0.05,0
4271,2021-06-29,60,False,27.0,0.0,26.5,0.0,25.8,0.7,0.0,1.4,1.4,0.05,0
4272,2021-07-24,20,False,24.1,0.0,25.2,2.9,24.1,1.8,5.8,3.6,0.0,0.05,0
4273,2022-09-21,27,False,14.4,0.6,16.5,0.0,12.9,0.0,2.75,4.55,1.8,0.05,0
4274,2025-06-28,15,True,20.8,0.2,23.4,0.0,21.1,0.0,0.0,0.45,0.45,0.05765910216857522,0
4275,2020-10-31,17,True,9.7,0.1,4.6,1.0,9.7,0.0,10.7,6.15,0.0,0.05448941413423795,0
4276,2024-12-04,28,True,3.8,3.4,10.6,2.4,3.8,2.5,10.5,14.1,3.6,0.2602386688769131,0
4277,2021-09-10,51,True,23.5,0.0,17.2,3.7,24.2,0.0,9.8,0.0,0.0,0.05448941413423795,0
4278,2024-10-02,18,True,13.3,2.8,12.9,4.0,11.7,0.4,12.55,5.95,0.0,0.05448941413423795,0
4279,2025-07-26,27,True,24.7,1.6,29.9,0.0,25.5,2.6,0.0,5.2,5.2,0.49465005829119296,1
4280,2022-08-05,23,True,30.1,0.0,29.2,2.3,29.1,0.0,4.6,0.0,0.0,0.05448941413423795,0
4281,2022-04-29,43,True,13.5,0.0,12.6,2.7,12.7,0.3,10.1,5.25,0.0,0.05448941413423795,0
4282,2024-09-23,18,False,22.5,0.0,18.1,0.7,23.7,0.0,3.35,0.0,0.0,0.05,0
4283,2023-04-21,32,True,16.5,0.0,14.6,0.5,15.4,4.5,4.7,12.3,7.6,0.5927810749145935,1
4284,2024-03-07,21,True,5.7,0.0,5.4,0.0,8.0,0.0,8.3,7.0,0.0,0.05448941413423795,0
4285,2023-09-09,29,True,23.5,0.0,23.7,6.4,24.9,0.0,12.8,0.0,0.0,0.05448941413423795,0
4286,2020-11-12,27,True,6.3,0.7,2.8,0.0,7.3,0.0,9.6,7.35,0.0,0.05448941413423795,0
4287,2025-02-11,24,True,-4.0,0.0,5.2,0.9,-5.6,1.5,10.2,16.8,6.6,0.5767406254868815,0
4288,2021-04-17,33,True,14.4,0.9,17.4,0.0,12.1,1.8,2.3,8.55,6.25,0.565364654168652,0
4289,2025-08-09,27,True,25.4,0.0,16.2,6.0,25.4,0.0,14.9,0.0,0.0,0.05448941413423795,0
4290,2021-07-23,25,False,23.0,0.1,26.4,2.5,22.5,0.0,5.0,0.0,0.0,0.05,0
4291,2024-07-02,23,False,17.9,12.4,11.0,4.1,16.3,14.9,13.7,32.65,18.95,0.05,0
4292,2021-09-03,27,True,18.7,0.2,18.5,10.8,18.6,0.0,23.35,1.7,0.0,0.05448941413423795,0
4293,2021-11-06,29,True,9.5,0.2,8.0,0.0,8.3,0.0,7.0,6.85,0.0,0.05448941413423795,0
4294,2021-10-09,19,True,12.3,0.0,16.7,15.6,12.2,0.0,33.85,4.9,0.0,0.05448941413423795,0
4295,2024-07-19,23,False,23.6,0.0,22.1,0.0,23.4,0.0,0.0,0.0,0.0,0.05,0
4296,2023-06-20,19,True,25.8,0.0,25.2,3.3,25.6,0.0,6.6,0.0,0.0,0.05448941413423795,0
4297,2025-06-11,26,True,17.1,8.6,21.0,0.0,16.1,9.2,0.5,21.35,20.85,0.599999999090237,0
4298,2021-09-30,21,True,10.9,6.2,10.2,6.3,9.0,2.8,18.5,12.1,0.0,0.05448941413423795,0
4299,2024-04-04,38,True,8.1,3.6,15.9,6.5,8.7,4.0,16.05,14.65,0.0,0.05448941413423795,0
4300,2024-07-26,36,True,23.7,0.9,22.4,0.0,25.0,0.0,0.0,0.0,0.0,0.05448941413423795,0
4301,2020-11-07,19,True,9.5,0.0,8.8,9.0,11.1,0.0,24.6,5.45,0.0,0.05448941413423795,0
4302,2022-07-03,26,False,23.8,0.2,26.2,0.0,23.7,0.0,0.0,0.0,0.0,0.05,0
4303,2022-11-01,36,True,11.9,0.1,7.8,0.0,14.3,2.6,7.1,9.05,1.95,0.0932906854437944,0
4304,2022-03-25,24,True,13.6,0.0,10.6,6.4,15.1,1.0,18.5,5.45,0.0,0.05448941413423795,0
4305,2021-11-22,20,False,3.7,0.3,4.1,0.7,5.4,1.2,10.35,10.7,0.35,0.05,0
4306,2024-03-15,19,False,9.8,0.0,6.0,0.0,7.4,2.1,8.0,11.5,3.5,0.05,0
4307,2021-06-11,40,True,22.5,0.3,27.1,0.0,22.6,0.5,0.0,1.0,1.0,0.06462834646727623,0
4308,2024-06-02,41,True,23.0,4.9,24.6,7.9,22.7,5.0,15.8,10.0,0.0,0.05448941413423795,0
4309,2025-08-13,24,True,26.0,0.0,24.9,4.8,24.7,1.4,9.6,2.8,0.0,0.05448941413423795,0
4310,2023-06-30,38,True,24.4,1.7,24.2,3.5,27.9,0.8,7.0,1.6,0.0,0.05448941413423795,0
4311,2023-08-26,15,True,28.8,0.8,27.9,4.7,31.0,0.0,9.4,0.0,0.0,0.05448941413423795,0
4312,2020-07-04,54,False,23.0,0.0,23.0,0.0,24.1,0.0,0.0,0.0,0.0,0.05,1
4313,2025-04-24,25,True,18.0,0.2,16.3,0.0,18.5,2.3,2.85,6.35,3.5,0.24488903157581254,0
4314,2021-09-03,28,True,18.7,0.2,18.5,10.8,18.6,0.0,23.35,1.7,0.0,0.05448941413423795,0
4315,2023-08-30,23,True,22.2,7.7,28.2,10.4,21.7,5.6,20.8,11.35,0.0,0.05448941413423795,0
4316,2025-10-16,57,True,10.1,1.0,8.8,2.0,9.3,2.5,10.6,11.35,0.75,0.06091216815374263,0
4317,2023-08-06,19,True,29.5,3.9,26.9,2.6,30.3,1.2,5.2,2.4,0.0,0.05448941413423795,0
4318,2024-06-21,60,True,25.4,0.0,26.1,1.7,26.9,2.3,3.4,4.6,1.2,0.0684630728048154,0
4319,2022-08-26,31,True,29.2,0.1,29.8,5.4,29.1,0.0,10.8,0.0,0.0,0.05448941413423795,0
4320,2020-06-24,35,True,25.4,0.3,27.7,0.0,26.6,0.0,0.0,0.0,0.0,0.05448941413423795,1
4321,2024-09-18,23,True,24.5,0.0,32.7,0.0,25.6,0.0,0.0,0.0,0.0,0.05448941413423795,0
4322,2020-05-08,18,True,16.8,0.0,14.7,0.0,16.9,0.9,3.65,4.35,0.7,0.06028858047489504,0
4323,2024-05-05,42,True,24.2,0.1,27.6,4.1,24.5,0.0,8.2,0.0,0.0,0.05448941413423795,0
4324,2020-03-24,30,True,4.1,0.0,5.6,1.5,3.3,0.0,11.2,9.35,0.0,0.05448941413423795,0
4325,2025-04-16,55,True,19.4,2.7,27.5,0.0,18.7,3.3,0.0,8.25,8.25,0.5966671091796287,0
4326,2020-11-29,24,False,1.4,1.0,5.5,0.0,0.4,2.0,8.25,14.8,6.55,0.05,0
4327,2023-02-24,22,False,4.8,3.3,4.2,0.0,3.3,1.2,8.9,11.75,2.85,0.05,0
4328,2023-08-08,56,False,18.4,0.3,20.5,5.6,16.4,0.2,11.95,3.2,0.0,0.05,0
4329,2022-09-10,82,True,13.6,1.4,12.5,0.3,13.5,0.0,5.35,4.25,0.0,0.05448941413423795,0
4330,2022-01-29,26,True,4.8,5.5,3.4,7.0,5.9,7.1,23.3,22.25,0.0,0.05448941413423795,0
4331,2022-09-23,20,True,13.6,0.2,11.5,0.0,16.3,2.0,5.25,6.85,1.6,0.07923312501893505,0
4332,2021-10-15,39,False,12.6,3.2,10.2,6.5,10.9,1.0,18.9,7.55,0.0,0.05,0
4333,2022-08-18,24,False,29.4,0.2,28.2,0.0,30.4,0.0,0.0,0.0,0.0,0.05,0
4334,2022-04-06,35,False,7.6,4.3,8.0,3.8,10.0,3.4,14.6,12.8,0.0,0.05,0
4335,2023-07-01,24,True,22.0,0.6,18.8,3.3,22.6,0.2,8.2,0.4,0.0,0.05448941413423795,0
4336,2021-07-08,64,False,27.4,9.2,30.8,8.8,27.9,9.7,17.6,19.4,1.8,0.05,0
4337,2025-11-20,20,False,1.8,0.4,-0.6,16.2,1.5,4.3,43.7,18.85,0.0,0.05,0
4338,2023-01-06,33,True,-2.5,4.5,0.1,0.0,-6.8,5.2,10.95,24.8,13.85,0.5999959542530188,1
4339,2021-04-11,22,True,18.2,0.2,9.0,2.5,19.1,0.5,11.5,2.45,0.0,0.05448941413423795,0
4340,2022-10-11,23,True,14.1,0.2,7.5,0.0,16.7,0.0,7.25,2.65,0.0,0.05448941413423795,0
4341,2025-05-01,22,True,14.6,0.3,9.8,0.0,14.6,0.3,6.1,4.3,0.0,0.05448941413423795,0
4342,2020-03-20,38,True,7.4,0.0,11.5,9.1,4.4,0.0,23.45,8.8,0.0,0.05448941413423795,0
4343,2024-02-18,42,False,3.7,0.1,-1.6,1.3,5.9,3.0,14.4,14.05,0.0,0.05,0
4344,2023-06-09,34,False,27.2,0.0,28.0,3.7,25.4,0.0,7.4,0.0,0.0,0.05,0
4345,2021-01-11,25,False,-0.2,0.2,-4.6,0.0,1.1,1.9,13.3,14.25,0.95,0.05,0
4346,2024-11-03,28,True,8.6,0.5,5.9,0.0,8.8,0.0,8.05,6.6,0.0,0.05448941413423795,0
4347,2022-05-13,41,True,17.4,1.6,11.9,4.8,20.1,0.0,14.65,0.95,0.0,0.05448941413423795,0
4348,2021-09-13,42,True,18.8,0.1,14.3,0.0,19.5,0.0,3.85,1.25,0.0,0.05448941413423795,0
4349,2024-12-12,15,True,2.3,0.0,-1.5,6.2,3.1,0.7,24.15,10.85,0.0,0.05448941413423795,0
4350,2023-09-28,24,True,25.6,0.0,25.4,0.0,25.6,0.0,0.0,0.0,0.0,0.05448941413423795,0
4351,2025-06-29,24,False,23.5,1.2,16.7,0.0,23.5,0.0,2.65,0.0,0.0,0.05,0
4352,2023-09-17,36,True,24.2,0.0,24.5,6.7,20.3,2.9,13.4,6.65,0.0,0.05448941413423795,0
4353,2024-07-11,25,True,29.2,10.3,23.3,14.0,28.7,12.0,28.0,24.0,0.0,0.05448941413423795,0
4354,2025-01-11,37,True,0.3,2.5,0.2,3.8,0.5,4.1,18.5,18.95,0.45,0.05765910216857522,0
4355,2020-06-17,19,False,25.6,11.2,28.7,6.2,25.2,9.1,12.4,18.2,5.8,0.05,0
4356,2024-08-23,29,True,24.5,0.0,29.9,0.0,23.0,0.3,0.0,0.6,0.6,0.05914449585933489,0
4357,2023-08-28,41,True,22.6,1.8,15.9,4.6,22.1,5.9,12.25,11.8,0.0,0.05448941413423795,0
4358,2020-07-05,17,False,24.5,1.7,22.4,3.2,25.2,0.9,6.4,1.8,0.0,0.05,0
4359,2023-02-03,131,True,-0.1,0.3,0.8,0.0,0.4,0.0,10.6,10.8,0.2,0.05569455564210047,0
4360,2020-07-20,50,True,26.8,1.5,31.0,3.1,27.6,0.2,6.2,0.4,0.0,0.05448941413423795,0
4361,2024-07-05,26,True,20.4,1.5,18.9,3.7,21.9,0.9,8.95,1.85,0.0,0.05448941413423795,0
4362,2023-06-08,20,True,27.0,0.0,25.8,0.0,28.8,0.0,0.0,0.0,0.0,0.05448941413423795,0
4363,2025-09-05,24,True,27.2,0.6,24.8,0.0,26.3,1.2,0.0,2.4,2.4,0.12032386147549474,0
4364,2021-03-02,27,False,5.2,0.0,7.8,3.6,3.8,0.9,14.3,10.9,0.0,0.05,0
4365,2023-08-19,32,True,29.3,1.6,29.6,3.5,27.9,4.2,7.0,8.4,1.4,0.07325937451311859,0
4366,2021-06-05,61,True,22.1,1.4,25.3,1.1,22.9,0.0,2.2,0.0,0.0,0.05448941413423795,0
4367,2023-08-28,22,True,22.6,1.8,15.9,4.6,22.1,5.9,12.25,11.8,0.0,0.05448941413423795,0
4368,2024-06-18,34,True,26.5,0.0,28.2,3.1,27.2,0.0,6.2,0.0,0.0,0.05448941413423795,1
4369,2024-06-18,18,True,26.5,0.0,28.2,3.1,27.2,0.0,6.2,0.0,0.0,0.05448941413423795,0
4370,2024-10-25,22,True,10.4,0.0,12.8,1.9,12.4,0.0,8.4,4.8,0.0,0.05448941413423795,0
4371,2025-03-15,31,True,5.7,0.0,3.6,0.8,6.7,0.0,10.8,7.65,0.0,0.05448941413423795,0
4372,2020-07-14,37,True,20.1,0.0,23.0,0.2,20.7,0.0,0.4,0.65,0.25,0.05604281844682625,0
4373,2022-02-08,20,True,4.7,1.5,2.8,0.0,7.4,0.3,9.6,7.9,0.0,0.05448941413423795,0
4374,2024-03-16,22,True,14.3,1.2,18.7,0.0,15.1,0.0,1.65,3.45,1.8,0.08663441956629986,0
4375,2022-12-29,59,True,7.1,3.4,7.0,3.2,7.2,6.4,13.9,20.2,6.3,0.5672615987129243,1
4376,2021-03-29,49,True,8.7,3.8,6.0,5.4,9.5,2.2,18.8,10.65,0.0,0.05448941413423795,0
4377,2023-06-15,29,False,21.0,6.8,14.9,6.4,21.1,5.7,16.35,11.85,0.0,0.05,0
4378,2022-07-11,16,True,18.9,1.6,18.4,0.0,19.1,2.4,1.8,6.25,4.45,0.397496829754856,0
4379,2022-06-19,131,False,30.7,0.0,36.4,0.0,31.3,0.0,0.0,0.0,0.0,0.05,0
4380,2024-10-06,26,True,11.9,0.3,17.3,0.0,11.7,2.1,2.35,9.35,7.0,0.5853716535327238,0
4381,2022-07-11,23,False,18.9,1.6,18.4,0.0,19.1,2.4,1.8,6.25,4.45,0.05,0
4382,2020-04-06,22,True,15.4,0.0,11.2,1.8,15.8,0.0,9.0,3.1,0.0,0.05448941413423795,0
4383,2020-06-21,31,False,24.5,7.6,21.0,5.1,24.4,6.3,10.7,12.6,1.9,0.05,0
4384,2025-03-24,31,True,7.7,0.0,9.2,3.8,7.9,0.0,14.0,7.05,0.0,0.05448941413423795,0
4385,2025-09-13,43,False,22.3,7.8,19.3,8.1,20.1,3.8,17.55,8.55,0.0,0.05,0
4386,2024-03-22,19,False,7.6,1.0,10.0,0.0,10.1,2.6,6.0,11.15,5.15,0.05,0
4387,2022-04-26,23,True,13.2,0.3,19.5,0.0,13.6,0.0,1.25,4.2,2.95,0.17153564072110333,0
4388,2025-08-17,90,False,20.8,0.1,22.6,0.0,19.6,4.5,0.0,10.2,10.2,0.05,0
4389,2023-12-18,29,True,6.6,3.3,6.2,0.0,7.5,4.2,7.9,15.65,7.75,0.5939571815531738,1
4390,2025-02-09,24,True,0.4,0.0,-1.6,0.0,1.9,1.9,11.8,13.85,2.05,0.09832515315611567,0
4391,2024-08-10,19,True,22.4,4.9,26.2,6.2,22.9,7.3,12.4,14.6,2.2,0.10687024830203729,0
4392,2022-06-06,33,True,23.9,0.6,33.0,0.0,23.4,0.1,0.0,0.2,0.2,0.05569455564210047,0
4393,2022-10-16,45,True,17.2,0.2,17.5,0.0,17.8,0.0,2.25,2.1,0.0,0.05448941413423795,0
4394,2021-03-13,41,False,6.9,5.0,6.3,8.7,4.8,4.0,25.25,16.6,0.0,0.05,0
4395,2021-09-11,24,False,24.0,0.0,22.8,1.5,24.3,0.0,3.0,0.0,0.0,0.05,0
4396,2024-08-25,31,False,32.0,0.5,36.3,0.0,32.8,1.9,0.0,3.8,3.8,0.05,0
4397,2025-06-24,69,True,19.9,0.8,24.3,0.0,19.7,0.0,0.0,1.15,1.15,0.06742192560848102,0
4398,2024-06-21,46,True,25.4,0.0,26.1,1.7,26.9,2.3,3.4,4.6,1.2,0.0684630728048154,0
4399,2022-09-19,20,True,13.4,2.5,22.4,8.4,13.0,0.9,16.8,6.3,0.0,0.05448941413423795,0
4400,2020-07-25,15,True,21.5,0.3,19.4,0.6,22.3,0.7,2.5,1.4,0.0,0.05448941413423795,0
4401,2020-06-20,30,True,26.5,4.1,25.4,6.7,25.3,6.3,13.4,12.6,0.0,0.05448941413423795,0
4402,2022-06-01,39,True,16.8,4.2,20.6,1.1,16.1,2.7,2.9,8.35,5.45,0.517877886008036,0
4403,2022-09-18,19,False,14.1,2.7,16.7,0.0,11.0,2.0,2.65,9.5,6.85,0.05,0
4404,2023-08-23,26,True,23.9,0.0,25.3,0.4,26.2,0.0,0.8,0.0,0.0,0.05448941413423795,0
4405,2020-01-24,24,True,3.6,0.2,2.3,8.9,1.5,0.7,27.65,11.65,0.0,0.05448941413423795,1
4406,2025-11-23,27,True,-1.2,0.6,1.2,0.0,-0.9,0.7,10.4,12.85,2.45,0.12408667857361548,1
4407,2022-04-24,21,True,11.7,0.7,13.8,0.0,11.9,0.0,4.1,5.05,0.95,0.0637978291844139,0
4408,2025-02-23,53,True,5.6,0.0,3.5,5.0,7.0,0.0,19.25,7.5,0.0,0.05448941413423795,1
4409,2023-05-11,28,True,17.9,0.0,20.2,0.0,18.0,0.0,0.9,2.0,1.1,0.06643767389199993,0
4410,2020-09-18,20,True,16.3,0.0,22.0,0.0,16.2,0.0,0.0,2.9,2.9,0.16595006141276092,0
4411,2024-09-18,42,False,24.5,0.0,32.7,0.0,25.6,0.0,0.0,0.0,0.0,0.05,0
4412,2024-06-02,18,True,23.0,4.9,24.6,7.9,22.7,5.0,15.8,10.0,0.0,0.05448941413423795,0
4413,2023-04-14,53,False,13.2,0.1,14.6,3.1,15.2,0.0,9.9,3.4,0.0,0.05,0
4414,2023-02-25,44,True,2.8,2.3,11.6,0.0,-0.4,4.8,5.2,20.8,15.6,0.5999995045690771,1
4415,2020-07-26,57,True,25.1,0.0,25.8,0.0,25.9,0.1,0.0,0.2,0.2,0.05569455564210047,0
4416,2023-11-24,25,False,3.2,2.4,1.9,12.8,1.9,3.9,35.65,17.85,0.0,0.05,0
